,close_score,date,open_score
0,0.15492999999999998,3/25/2018,0.30190344827586213
0,0.15706666666666666,3/26/2018,0.2595689655172414
0,0.14332083333333334,3/27/2018,0.14476578947368418
0,0.13855000000000003,4/14/2018,0.1900436974789915
0,0.2556767441860464,4/15/2018,0.2843972222222223
0,0.26206666666666667,4/16/2018,0.22369361702127652
0,0.2671611111111111,4/17/2018,0.11210638297872341
