,company,time,username,,sentiment,date
0,TCS,6:47,rohanreddyg,,0,3/27/2018
0,TCS,6:48,payalr15,,0,3/27/2018
0,TCS,6:54,prathameshjoshi,,-0.776,3/27/2018
0,TCS,6:55,cheenttan,,0.5095,3/27/2018
0,TCS,6:57,nadiakahn38,,0,3/27/2018
0,TCS,7:10,akarthaa,,0,3/27/2018
0,TCS,7:50,saloni202020,,0,3/27/2018
0,TCS,8:02,vjp89,,0,3/27/2018
0,TCS,8:49,issacabraham,,0,3/27/2018
0,TCS,8:52,sarath_sasid,,0,3/27/2018
0,TCS,8:53,justinpathrose,,0,3/27/2018
0,TCS,9:06,SiyoGeorge,,0,3/27/2018
0,TCS,9:40,DrupalMumbai,,0.4404,3/27/2018
0,TCS,10:38,saurabhmishra09,,0.8658,3/27/2018
0,TCS,11:05,tcs_na,,0,3/27/2018
0,TCS,11:15,georgeneil,,0,3/27/2018
0,TCS,11:34,joelgeorgev,,0,3/27/2018
0,TCS,11:39,vinayaktwitt,,0,3/27/2018
0,TCS,11:39,hrabiaKent,,0,3/27/2018
0,TCS,11:41,praskav,,0.5859,3/27/2018
0,TCS,11:46,fumiepiontkowsk,,0,3/27/2018
0,TCS,11:57,StoupasTeresa,,0.5859,3/27/2018
0,TCS,12:19,IT_securitynews,,0.802,3/27/2018
0,TCS,12:28,CelebrityGroup1,,0,3/27/2018
0,TCS,12:32,DSMaligaon,,0,3/27/2018
0,TCS,1:20,InvGurInd,,0,3/27/2018
0,TCS,1:40,smartcityfeed,,0.4019,3/27/2018
0,TCS,1:58,Sid_bhadoria,,0.4019,3/27/2018
0,TCS,2:05,DijohnsK,,0,3/27/2018
0,TCS,2:12,jehnedemes,,0,3/27/2018
0,TCS,2:20,TCS_SAP,,0.3182,3/27/2018
0,TCS,2:20,prasunchat,,0.3182,3/27/2018
0,TCS,2:23,payalr15,,0,3/27/2018
0,TCS,2:24,HackersList,,0.3182,3/27/2018
0,TCS,2:26,AnilLingutla,,-0.5574,3/27/2018
0,TCS,2:29,SagarYogendra,,-0.5574,3/27/2018
0,TCS,2:32,tweet_rachit,,0.9062,3/27/2018
0,TCS,2:41,drupepaul,,0.9062,3/27/2018
0,TCS,2:50,Rajashan_in,,0,3/27/2018
0,TCS,2:51,rastogiparth123,,0.4019,3/27/2018
0,TCS,2:53,sselvinjacob100,,-0.5574,3/27/2018
0,TCS,3:21,HexaTata,,0.4019,3/27/2018
0,TCS,3:26,Vikram_Tulsyan,,0.5859,3/27/2018
0,TCS,3:29,stevepurkiss,,0.9062,3/27/2018
0,TCS,3:46,mrjasongrad,,0,3/27/2018
0,TCS,3:49,_digitalfutures,,0,3/26/2018
0,TCS,4:52,NimmiEGeorge,,0,3/26/2018
0,TCS,5:07,WebTrafficROI,,0,3/26/2018
0,TCS,5:16,yourUXguy,,0,3/26/2018
0,TCS,5:32,SudhakarBellam,,0,3/26/2018
0,TCS,5:34,godwinjacob,,0,3/26/2018
0,TCS,5:39,Amaljfatani,,0.4019,3/26/2018
0,TCS,5:50,BanerjiSougata,,0.4019,3/26/2018
0,TCS,6:49,ambivalent,,0,3/26/2018
0,TCS,6:56,SujataMadhav,,0,3/26/2018
0,TCS,7:19,DaniNimmock1,,0.5859,3/26/2018
0,TCS,7:40,AshishVDalvi,,0.4404,3/26/2018
0,TCS,8:00,Sr33jith007,,0,3/26/2018
0,TCS,9:54,TCS_AsiaPacific,,0,3/26/2018
0,TCS,10:05,routrayakflorid,,0,3/26/2018
0,TCS,11:27,AHAinPhoenix,,0.4199,3/26/2018
0,TCS,11:27,AHAinPhoenix,,0,3/26/2018
0,TCS,11:29,Sr33jith007,,0.3612,3/26/2018
0,TCS,11:30,Sr33jith007,,0.6325,3/26/2018
0,TCS,11:44,WorldCommForum,,0,3/26/2018
0,TCS,11:45,WorldCommForum,,0,3/26/2018
0,TCS,11:56,pillaipravin,,0,3/26/2018
0,TCS,1:01,bagmit,,-0.5106,3/26/2018
0,TCS,2:23,MechleyDylan,,-0.6388,3/26/2018
0,TCS,2:30,ataval,,0.8481,3/26/2018
0,TCS,2:30,ataval,,0,3/26/2018
0,TCS,2:36,raskarmit,,0.4724,3/26/2018
0,TCS,3:09,sudheesh_s,,0.4404,3/26/2018
0,TCS,3:10,sudheesh_s,,0.9062,3/26/2018
0,TCS,3:13,raut_yogeshg,,0.765,3/26/2018
0,TCS,4:14,paru_523,,0.4404,3/26/2018
0,TCS,5:00,KolisettyMahesh,,0.5859,3/26/2018
0,TCS,5:01,CurationTraffic,,0.5859,3/26/2018
0,TCS,5:20,ashishb24,,0,3/26/2018
0,TCS,7:13,saurabh2agrawal,,0.4019,3/26/2018
0,TCS,7:19,saurabh2agrawal,,0,3/26/2018
0,TCS,7:29,anaas7il,,0.7003,3/26/2018
0,TCS,7:35,dmitriyponfmbi,,0.7003,3/26/2018
0,TCS,7:37,CarolinemocxRob,,0,3/25/2018
0,TCS,7:38,RavindraSoni1,,0.4767,3/25/2018
0,TCS,7:40,1ZXZ4u6W7BI1mr0,,0.2732,3/25/2018
0,TCS,7:45,gayanelyah2s,,0.7959,3/25/2018
0,TCS,7:45,PostAppEra,,0.4767,3/25/2018
0,TCS,7:46,TQmNMEo4NDZ8KQ6,,0.6124,3/25/2018
0,TCS,7:46,Sampath_Reddy_A,,0.4724,3/25/2018
0,TCS,7:48,webjframework,,0.5859,3/25/2018
0,TCS,7:48,natureaffect,,0.5859,3/25/2018
0,TCS,7:48,lianorabvz0tr,,0.5859,3/25/2018
0,TCS,7:53,pelagetlezbo,,0.4939,3/25/2018
0,TCS,7:59,vladislav9uf7dr,,0,3/25/2018
0,TCS,8:02,vladabr7lya,,0,3/25/2018
0,TCS,8:13,Shrijatamitrad,,0.5719,3/25/2018
0,TCS,8:15,Shrijatamitrad,,0.4215,3/25/2018
0,TCS,8:37,slimbelt73,,0.4767,3/25/2018
0,TCS,10:24,abigailcsr,,0,3/25/2018
0,TCS,11:03,gopal_s44,,0,3/25/2018
0,TCS,11:17,insa824,,0.9022,3/25/2018
0,TCS,11:28,chandraa81,,0,3/25/2018
0,TCS,11:30,TataCompanies,,0,3/25/2018
0,TCS,11:37,gopal_s44,,0,3/25/2018
0,TCS,11:41,KainPradeep,,0,3/25/2018
0,TCS,11:50,DaveBoulanger,,0,3/25/2018
0,TCS,11:59,DaveRubal,,0.4019,3/25/2018
0,TCS,12:21,SNirupam,,0,3/25/2018
0,TCS,12:34,SNirupam,,0.4019,3/25/2018
0,TCS,12:39,aanchaljain07,,0.2263,3/25/2018
0,TCS,1:37,AnilLingutla,,-0.5859,3/25/2018
0,TCS,2:39,manomathai,,0,3/25/2018
0,TCS,3:07,DataCity_World,,0.4019,3/25/2018
0,TCS,3:13,People_TCS,,0,3/25/2018
0,TCS,4:54,saurabhmishra09,,0.9001,3/25/2018
0,TCS,5:06,sakirules,,0.4404,3/25/2018
0,TCS,5:07,sakirules,,0,3/25/2018
0,TCS,5:11,SmartCitiesGAC,,0.4019,3/25/2018
0,TCS,6:24,BanerjiSougata,,0,3/25/2018
0,TCS,6:26,BanerjiSougata,,0.3678,3/25/2018
0,TCS,6:53,sakirules,,0,3/25/2018
0,TCS,7:00,ITconnecter,,0,3/25/2018
0,TCS,8:00,West_UC,,0,3/25/2018
0,TCS,10:56,tcs_na,,0.7644,3/25/2018
0,TCS,11:05,HOPUbiquitous,,0.4019,3/25/2018
0,TCS,11:24,iamfahmad,,0,3/25/2018
0,TCS,11:31,WWW_Spaceships,,0,3/25/2018
0,TCS,11:43,evankirstel,,0,3/25/2018
0,TCS,11:57,HAL_9000_AI,,0,3/25/2018
0,TCS,11:57,markmcardle,,0,3/25/2018
0,TCS,11:58,AdmInnovacion,,0,3/25/2018
