,close_score,date,open_score
0,0.9072,3/25/2018,0.7289599999999999
0,0.5574,3/26/2018,0.6928333333333333
0,0.2919833333333333,3/27/2018,0.3696
0,0.5369839285714283,4/15/2018,0.564381746031747
0,0.3591315789473684,4/16/2018,0.5741333333333335
0,0.7278666666666668,4/17/2018,0.6219699999999999
